system_id,ligand_ccd_code,cluster,ligand_molecular_weight,ligand_instance_chain,ligand_num_rot_bonds,ligand_tpsa,ligand_num_unique_interactions,ligand_num_heavy_atoms,ligand_is_proper,entry_pdb_id,entry_keywords,ligand_num_rings,ligand_num_pocket_residues,ligand_smiles,num_training_systems_with_similar_ccds,group_key,query_system,target_system,pli_qcov,pli_unique_qcov,pocket_fident,pocket_fident_qcov,pocket_lddt,pocket_lddt_qcov,pocket_qcov,protein_fident_max,protein_fident_qcov_max,protein_fident_qcov_weighted_max,protein_fident_qcov_weighted_sum,protein_fident_weighted_max,protein_fident_weighted_sum,protein_lddt_max,protein_lddt_qcov_max,protein_lddt_qcov_weighted_max,protein_lddt_qcov_weighted_sum,protein_lddt_weighted_max,protein_lddt_weighted_sum,protein_qcov_max,protein_qcov_weighted_max,protein_qcov_weighted_sum,protein_seqsim_max,protein_seqsim_qcov_max,protein_seqsim_qcov_weighted_max,protein_seqsim_qcov_weighted_sum,protein_seqsim_weighted_max,protein_seqsim_weighted_sum,query_ligand_instance_chain,color,shape,sucos_protein,sucos_shape,sucos_protein_pocket_qcov,sucos_protein_pocket_lddt_qcov,sucos_shape_pocket_qcov,sucos_shape_pocket_lddt_qcov,shape_pocket_qcov,shape_pocket_lddt_qcov,color_pocket_qcov,color_pocket_lddt_qcov,target_release_date,release_date_before_cutoff,query_system_pli_qcov,target_system_pli_qcov,pli_qcov_pli_qcov,pli_unique_qcov_pli_qcov,pocket_fident_pli_qcov,pocket_fident_qcov_pli_qcov,pocket_lddt_pli_qcov,pocket_lddt_qcov_pli_qcov,pocket_qcov_pli_qcov,protein_fident_max_pli_qcov,protein_fident_qcov_max_pli_qcov,protein_fident_qcov_weighted_max_pli_qcov,protein_fident_qcov_weighted_sum_pli_qcov,protein_fident_weighted_max_pli_qcov,protein_fident_weighted_sum_pli_qcov,protein_lddt_max_pli_qcov,protein_lddt_qcov_max_pli_qcov,protein_lddt_qcov_weighted_max_pli_qcov,protein_lddt_qcov_weighted_sum_pli_qcov,protein_lddt_weighted_max_pli_qcov,protein_lddt_weighted_sum_pli_qcov,protein_qcov_max_pli_qcov,protein_qcov_weighted_max_pli_qcov,protein_qcov_weighted_sum_pli_qcov,protein_seqsim_max_pli_qcov,protein_seqsim_qcov_max_pli_qcov,protein_seqsim_qcov_weighted_max_pli_qcov,protein_seqsim_qcov_weighted_sum_pli_qcov,protein_seqsim_weighted_max_pli_qcov,protein_seqsim_weighted_sum_pli_qcov,query_ligand_instance_chain_pli_qcov,color_pli_qcov,shape_pli_qcov,sucos_protein_pli_qcov,sucos_shape_pli_qcov,tanimoto_pli_qcov,sucos_protein_pocket_qcov_pli_qcov,sucos_protein_pocket_lddt_qcov_pli_qcov,sucos_shape_pocket_qcov_pli_qcov,sucos_shape_pocket_lddt_qcov_pli_qcov,shape_pocket_qcov_pli_qcov,shape_pocket_lddt_qcov_pli_qcov,color_pocket_qcov_pli_qcov,color_pocket_lddt_qcov_pli_qcov,target_release_date_pli_qcov,release_date_before_cutoff_pli_qcov,num_ligand_chains,num_protein_chains,num_proper_ligand_chains,release_date,sucos_shape_pocket_qcov_2023,topological_tanimoto,morgan_tanimoto,pocket_qcov_alone
7xyj__1__1.A_1.B__1.E_1.F,UMP,c880,308.04095200600005,1.E,4,151.08,11,20,True,7xyj,TRANSFERASE,2,21,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,771,7xyj__1__1.A_1.B__1.E_1.F__1.E,7xyj__1__1.A_1.B__1.E_1.F,6a2n__1__1.A_1.B__1.H,82.0,73.0,90.0,90.0,95.0,95.0,100.0,55.0,54.0,54.0,54.0,55.0,55.0,90.0,90.0,90.0,89.0,90.0,90.0,99.0,99.0,98.0,67.0,66.0,66.0,65.0,67.0,66.0,1.E,97.09760416666752,99.41897099725009,64.62541503261048,97.43704483960738,64.62541503261048,61.39414428097995,97.43704483960738,92.565192597627,99.41897099725009,94.44802244738756,97.09760416666752,92.24272395833414,2019-04-24,True,7xyj__1__1.A_1.B__1.E_1.F,4eb4__1__1.A_1.B__1.E_1.F,100.0,82.0,95.0,95.0,94.0,94.0,100.0,68.0,67.0,67.0,67.0,68.0,67.0,94.0,93.0,93.0,92.0,94.0,93.0,100.0,100.0,99.0,78.0,77.0,77.0,76.0,78.0,77.0,1.E,92.02321636854768,98.55119072970535,81.93046537979298,94.90280051776016,1.0,81.93046537979298,77.01463745700539,94.90280051776016,89.20863248669455,98.55119072970535,92.63811928592304,92.02321636854768,86.50182338643481,2012-05-02,True,2,2,1,2023-06-07,97.43704483960738,100.0,100.0,100.0
7xyj__1__1.A_1.B__1.E_1.F,1PE,c880,238.141638424,1.F,13,77.38000000000001,1,16,False,7xyj,TRANSFERASE,0,10,OCCOCCOCCOCCOCCO,4,7xyj__1__1.A_1.B__1.E_1.F__1.F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2023-06-07,,,,
8d0f__1__1.A_1.B__1.D,Q0U,c472,789.1616321080902,1.D,13,307.51,14,52,True,8d0f,HYDROLASE/INHIBITOR,5,21,CN(Cc1cc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)cc1)C(=O)NCC(F)(F)F,8680,8d0f__1__1.A_1.B__1.D__1.D,8d0f__1__1.A_1.B__1.D,7cm7__1__1.F__1.N,,,90.0,,72.0,,,99.0,99.0,99.0,50.0,99.0,50.0,85.0,85.0,85.0,43.0,85.0,43.0,100.0,100.0,50.0,99.0,99.0,99.0,50.0,99.0,50.0,1.D,8.55260967543328,46.42365463047196,0.0,33.10823895204619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,True,8d0f__1__1.A_1.B__1.D,6o0q__1__1.A__1.C,,,5.0,,5.0,,,100.0,100.0,100.0,50.0,100.0,50.0,100.0,100.0,100.0,50.0,100.0,50.0,100.0,100.0,50.0,100.0,100.0,100.0,50.0,100.0,50.0,1.D,1.88681599672918,18.252523625926944,0.0,11.850127165434465,0.1376011773362766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-04,True,1,2,1,2022-09-21,100.0,88.53727144866386,56.99999999999999,
8d0e__1__1.B__1.D,Q0C,c335,340.10908884400004,1.D,5,70.67,8,24,True,8d0e,HYDROLASE/INHIBITOR,3,16,Cc1c(-c2ccncc2)n[nH]c1NC(=O)CCc1ccc(Cl)cc1,0,8d0e__1__1.B__1.D__1.D,8d0e__1__1.B__1.D,7cm6__1__1.E__1.M,,,100.0,,93.0,,,94.0,93.0,93.0,93.0,94.0,94.0,88.0,87.0,87.0,87.0,88.0,88.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0,100.0,100.0,1.D,6.391248888252401,39.3443216403054,0.0,37.19250711521152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-21,True,8d0e__1__1.B__1.D,6o0q__1__1.A__1.C,,,100.0,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.D,10.722616973422912,32.11416331510429,0.0,25.16040597580847,0.0930493273542601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-09-04,True,1,1,1,2022-09-21,100.0,33.79835129993659,7.142857142857142,
7ekr__1__1.A__1.C,45D,c919,564.3967309039999,1.C,10,34.14,19,42,True,7ekr,PHOTOSYNTHESIS,2,49,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,65,7ekr__1__1.A__1.C__1.C,7ekr__1__1.A__1.C,3mg3__2__1.A__1.C_1.E_1.F,79.0,63.0,90.0,90.0,97.0,97.0,100.0,76.0,76.0,76.0,76.0,76.0,76.0,94.0,94.0,94.0,94.0,94.0,94.0,100.0,100.0,100.0,85.0,85.0,85.0,85.0,85.0,85.0,1.C,40.831381096051366,95.0093261425264,89.70333811313965,94.29008182717382,89.70333811313965,87.01223796974546,94.29008182717382,91.4613793723586,95.0093261425264,92.1590463582506,40.831381096051366,39.60643966316982,2010-04-14,True,7ekr__1__1.A__1.C,5ui2__1__1.A__1.E,92.0,79.0,92.0,84.0,98.0,86.0,88.0,77.0,77.0,77.0,77.0,77.0,77.0,95.0,95.0,95.0,95.0,95.0,95.0,100.0,100.0,100.0,85.0,85.0,85.0,85.0,85.0,85.0,1.C,1.6806013954108874,95.52291260122271,93.46846846846849,75.79795541754702,0.7923728813559322,82.25225225225226,80.38288288288288,66.70220076744137,65.18624165909043,84.06016308907598,82.14970483705153,1.4789292279615809,1.4453172000533632,2017-01-25,True,1,1,1,2022-04-13,100.0,100.0,83.33333333333334,100.0
8ekt__1__1.A__1.G_1.H,HEM,c418,616.1772930040001,1.G,8,96.26,15,43,True,8ekt,OXIDOREDUCTASE/INHIBITOR,6,39,C=CC1=C(C)C2=Cc3c(C)c(CCC(=O)O)c4n3[Fe]35<-N6=C(C=c7c(C=C)c(C)c(n73)=CC1=N->52)C(C)=C(CCC(=O)O)C6=C4,41653,8ekt__1__1.A__1.G_1.H__1.G,8ekt__1__1.A__1.G_1.H,1e9x__1__1.A__1.B_1.C,65.0,65.0,62.0,57.0,74.0,57.0,74.0,35.0,35.0,35.0,35.0,35.0,35.0,72.0,72.0,72.0,72.0,72.0,72.0,100.0,100.0,100.0,51.0,51.0,51.0,51.0,51.0,51.0,1.G,,,34.42364131292701,,25.473494571565983,19.621475548368394,,,,,,,2000-11-01,True,8ekt__1__1.A__1.G_1.H,2cib__1__1.A__1.B_1.C,70.0,50.0,60.0,58.0,68.0,58.0,77.0,34.0,34.0,34.0,34.0,34.0,34.0,73.0,73.0,73.0,73.0,73.0,73.0,100.0,100.0,100.0,52.0,52.0,52.0,52.0,52.0,52.0,1.G,,,18.26463433806049,,1.0,14.063768440306577,10.593487916075082,,,,,,,2007-07-03,True,2,1,2,2023-08-02,,100.0,100.0,98.0
8ekt__1__1.A__1.G_1.H,VT1,c418,527.119222292,1.H,8,85.95,5,37,True,8ekt,OXIDOREDUCTASE/INHIBITOR,4,29,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,5,8ekt__1__1.A__1.G_1.H__1.H,8ekt__1__1.A__1.G_1.H,5ajr__1__1.A__1.B_1.C,25.0,30.0,66.0,64.0,84.0,78.0,92.0,36.0,36.0,36.0,36.0,36.0,36.0,76.0,75.0,75.0,75.0,76.0,76.0,99.0,99.0,99.0,51.0,51.0,51.0,51.0,51.0,51.0,1.H,85.63128670205579,78.92748758308652,68.62796655558495,87.11982621158437,63.13772923113815,53.52981391335626,80.15024011465762,67.9534644450358,72.6132885764396,61.56344031480749,78.78078376589133,66.79240362760352,2015-12-02,True,8ekt__1__1.A__1.G_1.H,2cib__1__1.A__1.B_1.C,70.0,50.0,60.0,58.0,68.0,58.0,77.0,34.0,34.0,34.0,34.0,34.0,34.0,73.0,73.0,73.0,73.0,73.0,73.0,100.0,100.0,100.0,52.0,52.0,52.0,52.0,52.0,52.0,1.H,18.726812277595368,53.77840158732988,22.63301027352658,42.958468582456646,0.6518924302788844,17.427417910615468,13.127145958645416,33.078020808491615,24.915911777824853,41.40936922224401,31.19147292065133,14.419645453748434,10.861551121005313,2007-07-03,True,2,1,2,2023-08-02,80.15024011465762,100.0,100.0,98.0
8hx6__1__1.B__1.F,TRP,c197,204.089877624,1.F,3,79.11,10,15,True,8hx6,TRANSFERASE,2,21,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,1142,8hx6__1__1.B__1.F__1.F,8hx6__1__1.B__1.F,1k0g__3__2.B__2.F,9.0,20.0,43.0,38.0,79.0,58.0,71.0,28.0,20.0,20.0,20.0,28.0,28.0,64.0,45.0,45.0,45.0,64.0,64.0,70.0,70.0,70.0,45.0,31.0,31.0,31.0,45.0,45.0,1.F,61.24677040676445,99.59224117439376,0.0,95.9072585573462,0.0,0.0,68.09415357571581,55.6262099632608,70.71049123381957,57.76349988114838,43.48520698880276,35.52312683592338,2002-02-27,True,8hx6__1__1.B__1.F,1i1q__1__2.A__2.C,9.0,20.0,33.0,14.0,65.0,46.0,67.0,25.0,18.0,18.0,18.0,25.0,25.0,63.0,45.0,45.0,45.0,63.0,63.0,71.0,71.0,71.0,40.0,29.0,29.0,29.0,40.0,40.0,1.F,96.1389447672364,99.57452822584042,0.0,97.99491669020053,1.0,0.0,0.0,65.65659418243435,45.07766167749224,66.71493391131308,45.804282983886594,64.4130929940484,44.22391459292875,2001-04-18,True,1,1,1,2023-10-18,80.40692762602083,100.0,100.0,71.0
8hx4__1__2.A__2.B_2.C_2.D,CO,c9,58.93209784018,2.B,0,0.0,4,1,False,8hx4,OXIDOREDUCTASE,0,10,[Co+2],0,8hx4__1__2.A__2.B_2.C_2.D__2.B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2023-12-20,,,,
8hx4__1__2.A__2.B_2.C_2.D,NQX,c9,440.205969996,2.C,3,130.47000000000003,6,32,True,8hx4,OXIDOREDUCTASE,4,30,Cc1cc(C)nc(-n2c(=O)c3c(C)c([C@H](O)C4[C@H](O)CCC[C@H]4O)ccc3n(C)c2=O)n1,0,8hx4__1__2.A__2.B_2.C_2.D__2.C,8hx4__1__2.A__2.B_2.C_2.D,6lgt__1__1.A__1.B_1.C,57.0,50.0,100.0,83.0,98.0,82.0,83.0,100.0,99.0,99.0,99.0,100.0,100.0,99.0,98.0,98.0,98.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.C,55.49224598788627,91.07075730384292,0.0,79.33009250756413,0.0,0.0,65.84397678127823,65.05067585620259,75.58872856218963,74.6780209891512,46.058564169945605,45.50364171006674,2020-10-14,True,8hx4__1__2.A__2.B_2.C_2.D,1sqi__1__1.A__1.C_1.E,86.0,67.0,70.0,63.0,66.0,57.0,73.0,32.0,30.0,30.0,30.0,32.0,32.0,71.0,68.0,68.0,68.0,71.0,71.0,96.0,96.0,96.0,50.0,48.0,48.0,48.0,50.0,50.0,2.C,9.125694907692614,69.37620948220123,0.0,48.15340783775984,0.4603903559127439,0.0,0.0,35.15198772156469,27.447442467523107,50.6446329220069,39.5444394048547,6.661757282615608,5.201646097384789,2004-08-17,True,3,1,1,2023-12-20,77.84871455698242,68.09133489461358,29.629629629629626,83.0
8hx4__1__2.A__2.B_2.C_2.D,MPD,c9,118.099379688,2.D,2,40.46,7,8,False,8hx4,OXIDOREDUCTASE,0,10,C[C@H](O)CC(C)(C)O,1,8hx4__1__2.A__2.B_2.C_2.D__2.D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2023-12-20,,,,
8hxh__1__1.A__1.B_1.C,CO,c9,58.93209784018,1.B,0,0.0,4,1,False,8hxh,OXIDOREDUCTASE,0,10,[Co+2],0,8hxh__1__1.A__1.B_1.C__1.B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2023-12-20,,,,
8hxh__1__1.A__1.B_1.C,NV0,c9,370.152871804,1.C,4,98.37,7,27,True,8hxh,OXIDOREDUCTASE,3,26,CCCn1c(=O)c2c(C)c(C(=O)C3=C(O)CCCC3=O)ccc2n(C)c1=O,2,8hxh__1__1.A__1.B_1.C__1.C,8hxh__1__1.A__1.B_1.C,6m6d__1__1.A__1.B_1.C,75.0,86.0,96.0,96.0,94.0,94.0,96.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,89.5902185248892,79.16136037322605,84.52912802199705,89.48981617738403,81.14796290111717,79.45738034067722,85.91022353028866,84.12042720674098,75.994905958297,74.41167875083248,86.00660978389362,84.21480541339584,2021-03-10,True,8hxh__1__1.A__1.B_1.C,1sqi__1__1.B__1.F_1.H,88.0,43.0,77.0,73.0,71.0,64.0,85.0,32.0,31.0,31.0,31.0,32.0,32.0,72.0,70.0,70.0,70.0,72.0,72.0,97.0,97.0,97.0,50.0,48.0,48.0,48.0,50.0,50.0,1.C,15.658489678923576,76.72737642572791,49.11034143496708,62.19534337495838,0.4477011494252874,41.74379021972202,31.43061851837893,52.86604186871462,39.80501975997336,65.21826996186873,49.10552091246586,13.30971622708504,10.021433394511089,2004-08-17,True,2,1,1,2023-12-20,93.26938460944582,95.45126353790614,72.41379310344827,100.0
8hx2__1__1.A__1.B_1.C,CO,c9,58.93209784018,1.B,0,0.0,4,1,False,8hx2,OXIDOREDUCTASE,0,10,[Co+2],0,8hx2__1__1.A__1.B_1.C__1.B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2023-12-20,,,,
8hx2__1__1.A__1.B_1.C,NQC,c9,464.11389945200006,1.C,5,98.37,10,33,True,8hx2,OXIDOREDUCTASE,4,29,Cc1c(C(=O)C2=C(O)C=CCC2=O)ccc2c1c(=O)n(CCc1cccc(Cl)c1)c(=O)n2C,0,8hx2__1__1.A__1.B_1.C__1.C,8hx2__1__1.A__1.B_1.C,6m6d__1__1.A__1.B_1.C,67.0,60.0,97.0,90.0,95.0,88.0,90.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,77.17371420642313,89.60686112284544,83.43797387215575,88.55198497495364,75.09417648494018,73.42541700749706,79.69678647745828,77.9257467779592,80.6461750105609,78.854037788104,69.45634278578082,67.91286850165235,2021-03-10,True,8hx2__1__1.A__1.B_1.C,6m6d__1__1.A__1.B_1.C,67.0,60.0,97.0,90.0,95.0,88.0,90.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,77.17371420642313,89.60686112284544,83.43797387215575,88.55198497495364,0.8677966101694915,75.09417648494018,73.42541700749706,79.69678647745828,77.9257467779592,80.6461750105609,78.854037788104,69.45634278578082,67.91286850165235,2021-03-10,True,2,1,1,2023-12-20,79.69678647745828,86.77966101694915,44.303797468354425,90.0
8hxu__1__1.A__1.C_1.D_1.E,ZN,c52,63.92804504018,1.C,0,0.0,4,1,False,8hxu,HYDROLASE,0,9,[Zn+2],0,8hxu__1__1.A__1.C_1.D_1.E__1.C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2023-11-01,,,,
8hxu__1__1.A__1.C_1.D_1.E,ZN,c52,63.92804504018,1.D,0,0.0,4,1,False,8hxu,HYDROLASE,0,9,[Zn+2],0,8hxu__1__1.A__1.C_1.D_1.E__1.D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,2023-11-01,,,,
8hxu__1__1.A__1.C_1.D_1.E,5Z2,c52,214.077598688,1.E,5,76.21,8,14,True,8hxu,HYDROLASE,1,19,CCCCCc1sc(N)nc1C(=O)O,0,8hxu__1__1.A__1.C_1.D_1.E__1.E,8hxu__1__1.A__1.C_1.D_1.E,6r73__1__1.A__1.C_1.D_1.E,50.0,62.0,42.0,42.0,75.0,71.0,95.0,29.0,28.0,28.0,28.0,29.0,29.0,78.0,74.0,74.0,74.0,78.0,78.0,95.0,95.0,95.0,45.0,43.0,43.0,43.0,45.0,45.0,1.E,18.516669582052867,56.97732442587784,55.26319667637618,69.59332183845686,52.50003684255737,39.23686964022709,66.11365574653401,49.41125850530437,54.12845820458394,40.45390034237327,17.590836102950224,13.146835403257535,2020-03-25,True,8hxu__1__1.A__1.C_1.D_1.E,6rpn__2__1.B__1.J_1.K_1.L_1.N,75.0,25.0,100.0,89.0,95.0,85.0,89.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,98.0,98.0,98.0,98.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.E,8.6973334487202,52.6271183532761,42.42579380083807,46.99203024021198,0.2080136402387041,37.75895648274588,36.06192473071236,41.82290691378866,39.943225704180186,46.83813533441573,44.733050600284685,7.740626769360977,7.392733431412169,2020-03-25,True,3,1,1,2023-11-01,73.63226615443156,19.545454545454547,12.32876712328767,100.0
8ug1__1__1.B__1.H,WNH,c865,382.172893952,1.H,4,79.1,6,27,True,8ug1,SUGAR BINDING PROTEIN,4,24,OC[C@H]1CCN1c1nc(-c2cnn(C3CCNCC3)c2)cc(C(F)(F)F)n1,0,8ug1__1__1.B__1.H__1.H,8ug1__1__1.B__1.H,6w0w__1__1.B__1.E_1.H,33.0,33.0,100.0,96.0,99.0,95.0,96.0,100.0,99.0,99.0,99.0,100.0,100.0,99.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,100.0,99.0,99.0,99.0,100.0,100.0,1.H,20.31911670999024,74.80188383711082,41.02848728029086,45.57129608988249,39.38734778907922,38.97706291627632,43.74844424628719,43.29273128538836,71.80980848362638,71.06178964525527,19.506352041590628,19.303160874490725,2020-09-23,True,8ug1__1__1.B__1.H,6ul7__1__1.A__1.C_1.D,67.0,50.0,100.0,92.0,99.0,91.0,92.0,99.0,96.0,96.0,96.0,99.0,99.0,95.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,97.0,99.0,96.0,96.0,96.0,99.0,99.0,1.H,7.062862219788443,61.10035712164411,25.169478794228628,36.749676823025936,0.2694928084784254,23.155920490690335,22.90422570274805,33.809702677183864,33.4422059089536,56.21232855191258,55.60132498069614,6.497833242205369,6.427204620007484,2021-04-07,True,1,1,1,2023-12-06,43.748444246287185,37.8535170413343,17.28395061728395,96.0
7ug5__1__1.A__1.E,N6I,c7,479.172417372,1.E,6,106.27,9,34,True,7ug5,TRANSCRIPTION,5,16,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0,7ug5__1__1.A__1.E__1.E,7ug5__1__1.A__1.E,7npz__1__1.A__1.E,45.0,33.0,94.0,94.0,99.0,99.0,100.0,84.0,83.0,83.0,83.0,84.0,84.0,98.0,96.0,96.0,96.0,98.0,98.0,98.0,98.0,98.0,92.0,90.0,90.0,90.0,92.0,92.0,1.E,14.485850817060298,65.10800197566428,47.37307847135933,53.59022589787472,47.37307847135933,46.89934768664573,53.59022589787472,53.05432363889598,65.10800197566428,64.45692195590763,14.485850817060298,14.340992308889694,2021-07-21,True,7ug5__1__1.A__1.E,7nq8__1__1.A__1.E,82.0,56.0,94.0,94.0,100.0,100.0,100.0,84.0,84.0,84.0,84.0,84.0,84.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,92.0,92.0,92.0,92.0,92.0,92.0,1.E,11.175479211438567,63.25779318417947,37.380264961595,39.7729044987921,0.3509234828496042,37.380264961595,37.380264961595,39.7729044987921,39.7729044987921,63.25779318417947,63.25779318417947,11.175479211438567,11.175479211438567,2021-03-24,True,1,1,1,2023-04-05,100.0,36.079734219269106,15.151515151515152,100.0
8ug3__1__1.A_1.B__1.C,WRE,c515,409.183792984,1.C,4,79.18,3,29,True,8ug3,SUGAR BINDING PROTEIN,4,30,C[C@H]1CCN1c1nc(-c2cnn(CC(=O)N3CCNCC3)c2)cc(C(F)(F)F)n1,0,8ug3__1__1.A_1.B__1.C__1.C,8ug3__1__1.A_1.B__1.C,6w0w__1__1.A_1.B__1.C,25.0,0.0,100.0,87.0,99.0,86.0,87.0,100.0,100.0,100.0,99.0,100.0,100.0,99.0,98.0,98.0,98.0,99.0,99.0,100.0,100.0,99.0,100.0,100.0,100.0,99.0,100.0,100.0,1.C,25.190990355113065,67.69894810783708,24.7827715513673,45.09708694503044,21.56101124968955,21.31318353417588,39.23446564217648,38.78349477272618,58.89808485381826,58.22109537273989,21.916161608948364,21.664251705397238,2020-09-23,True,8ug3__1__1.A_1.B__1.C,6w0z__1__1.A_1.B__1.C,50.0,33.0,100.0,80.0,100.0,80.0,80.0,100.0,100.0,100.0,99.0,100.0,100.0,99.0,98.0,98.0,98.0,99.0,99.0,100.0,100.0,99.0,100.0,100.0,100.0,99.0,100.0,100.0,1.C,32.18407461670603,64.03013869880881,15.881802897300377,47.40440060399156,0.4588607594936709,12.7054423178403,12.7054423178403,37.92352048319325,37.92352048319325,51.22411095904705,51.22411095904705,25.747259693364825,25.747259693364825,2020-09-23,True,1,2,1,2023-12-06,39.23446564217648,36.92857142857143,18.6046511627907,90.0
7ugb__1__1.A__1.C,ANP,c1,506.0117298739999,1.C,8,281.93,14,31,True,7ugb,SIGNALING PROTEIN,3,31,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P@](=O)(O)O[P@](=O)(O)NP(=O)(O)O)[C@@H](O)[C@H]1O,17000,7ugb__1__1.A__1.C__1.C,7ugb__1__1.A__1.C,2y9q__1__1.A__1.C,63.0,71.0,100.0,100.0,99.0,99.0,100.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,87.62231989463363,97.80069859463372,80.50472658001536,92.68578977016875,80.50472658001536,79.6996793142152,92.68578977016875,91.75893187246706,97.80069859463372,96.8226916086874,87.62231989463363,86.7460966956873,2012-02-29,True,7ugb__1__1.A__1.C,4nif__1__1.A_1.B__1.E,79.0,79.0,100.0,100.0,98.0,98.0,100.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.C,53.39032587775139,98.26569433433426,81.68165223629964,82.54198269622937,1.0,81.68165223629964,80.04801919157364,82.54198269622937,80.89114304230478,98.26569433433426,96.30038044764756,53.39032587775139,52.32251936019636,2014-11-12,True,1,1,1,2023-03-29,100.0,100.0,100.0,100.0
